,ai_adoption_rate,ai_budget_percentage,ai_failure_rate,ai_investment_per_employee,ai_maturity_score,ai_training_hours,annual_revenue_usd_millions,cost_reduction_percent,customer_satisfaction,employee_satisfaction_score,productivity_change_percent,remote_work_percentage,revenue_growth_percent,task_automation_rate,time_saved_per_week,ai_projects_active,ai_risk_management_score,company_age,company_founding_year,innovation_score,jobs_created,jobs_displaced,num_ai_tools_used,num_employees,regulatory_compliance_score,reskilled_employees,response_id,survey_year,years_using_ai
productivity_change_percent,0.6749730113276937,0.604105207372817,-0.5936673934040165,0.21870670297428715,0.7373138002177617,0.633739515442246,0.2157494906932254,0.3458547933254307,0.5698208730166552,0.29043626167164877,1.0,0.3408908420569666,0.47624742200161,0.5827206191000424,0.5224757181651511,0.5668332883366513,0.3287745099258607,0.015509549136202777,-0.004144714098101566,0.40507354698958836,0.2918967209128264,0.2875715986374682,0.3644227708112987,0.20782437625415076,0.0100387928869999,0.2827511973026317,0.005827702510648619,0.09721483014485369,0.11649420852898655
remote_work_percentage,0.5005257906567943,0.43580346020333827,-0.33077788658563,0.14797991618253517,0.44344784913771695,0.3618493547532503,0.08895995862368611,0.18713927114914608,0.21168954413804741,0.16835933994791452,0.3408908420569666,1.0,0.20527159361457062,0.30761105043559717,0.284679894977261,0.29545315064445404,0.19506392328467775,0.00788875218523247,-0.0004588258073770912,0.2595961420185296,0.15073156422246511,0.1299010121281895,0.2725773612101603,0.08665518341126272,0.00734469524592203,0.13246054929166612,0.010255103593380919,0.06342244126240204,0.09039472419589228
revenue_growth_percent,0.4068394337635368,0.34062921615560654,-0.3220414871990613,0.12186110611267272,0.40318972954200655,0.34784091194278705,0.11060544111614062,0.1909823998358558,0.2770190459063144,0.1582303155268453,0.47624742200161,0.20527159361457062,1.0,0.3273728917390568,0.29119022190809235,0.2997278276412789,0.18056974085561753,0.007013743589346219,-9.089446605721767e-05,0.23059555822638333,0.15794891953163637,0.15082526669800342,0.2166958087848602,0.10625131463772462,0.009991652250569137,0.14825375718917985,0.0013453749646209845,0.05907407384731374,0.0727995818017023
task_automation_rate,0.7036305441043931,0.5170414240396543,-0.46253897193862825,0.1819202614142563,0.5900480207070552,0.5132590468527244,0.13347624795768737,0.48436158334652346,0.34587849390662184,0.22834741098526568,0.5827206191000424,0.30761105043559717,0.3273728917390568,1.0,0.7934369215032725,0.4184107930161077,0.2585954426439761,0.010286040611752824,0.0025445363553277924,0.3554914968224206,0.21663527897932297,0.28641295503575254,0.37969060618391604,0.12653296142819448,0.013254974612857531,0.1902463950495726,0.009820753463053906,0.10932539969821421,0.13401198576964188
time_saved_per_week,0.622929803048416,0.48839048315193145,-0.4312901313158906,0.17262377800183024,0.5677627220990397,0.4861475824536574,0.1410322053095035,0.40104216210121413,0.3145677782229528,0.21825903023260393,0.5224757181651511,0.284679894977261,0.29119022190809235,0.7934369215032725,1.0,0.41787216834257185,0.25014591798929664,0.00941847957812307,0.0015948917357683193,0.33091735771787845,0.21463671503598067,0.25884581582799504,0.33515796401113246,0.13502909611430824,0.009101056925042417,0.19358268847081106,0.008503933070714136,0.09387641241667789,0.11566263909476181
ai_projects_active,0.5934863296118857,0.47649090085899587,-0.44435901782313586,0.18272368142376957,0.8043377890390425,0.455232826821743,0.255953588853075,0.2894528621520806,0.3392645844731946,0.2889041811589891,0.5668332883366513,0.29545315064445404,0.2997278276412789,0.4184107930161077,0.41787216834257185,1.0,0.3577749651515017,0.01140554990586528,-0.0017936475518407708,0.4120833404605111,0.3170958305301134,0.2911142415391165,0.32062920741732204,0.24754364162506748,0.008058423133918951,0.28534561777466466,0.004840783920967413,0.08211896302938808,0.10793588091430582
ai_risk_management_score,0.3710777898516594,0.3670732151397201,-0.31292479565978426,0.13638850604613623,0.44583989131416735,0.36553837735359407,0.17260320348638267,0.17164576067625298,0.2048551574942789,0.17179563278566146,0.3287745099258607,0.19506392328467775,0.18056974085561753,0.2585954426439761,0.25014591798929664,0.3577749651515017,1.0,0.01070803528769527,-0.004633097088137948,0.23626212045146852,0.2079980178746487,0.19083951266585833,0.2017080154119342,0.16733334452585513,0.0032601300319953625,0.20265326458590732,0.00232960378510681,0.052108072953605464,0.06563786873744326
company_age,0.01861531040851533,0.014496518789165417,-0.013362967236528318,0.017157433911661604,0.015484437444426534,0.01213784373127907,-0.0034658147121512015,0.006114370023622962,0.010656709847291817,0.010023330560696445,0.015509549136202777,0.00788875218523247,0.007013743589346219,0.010286040611752824,0.00941847957812307,0.01140554990586528,0.01070803528769527,1.0,-0.9931083374887151,0.007502871554507668,-0.0015821688581016452,-0.002069529905921757,0.012861394086355313,-0.008020029515325508,0.002005260360238949,-0.0037682633949900402,0.00747429058273519,0.11755912976613984,0.28100550466086893
company_founding_year,-0.0014018079693948091,-0.003169781830190987,0.0020721754501782427,-0.013716956139189034,-0.001944374052366065,0.00013168599094067314,0.003558811609215048,0.0009542369158113264,-0.0035242605619396424,-0.004419911736872833,-0.004144714098101566,-0.0004588258073770912,-9.089446605721767e-05,0.0025445363553277924,0.0015948917357683193,-0.0017936475518407708,-0.004633097088137948,-0.9931083374887151,1.0,0.0006128825267993107,0.004214218001667792,0.004416777974933334,-0.0038213979996642826,0.008132714687336852,-0.001958725996367667,0.0059187235417193715,-0.00742874539631201,-0.00036167257462476206,-0.24413654818650643
innovation_score,0.5098636110581827,0.44547179977290086,-0.3858514269517051,0.1616871612386718,0.531789864708187,0.4444963601137426,0.15172219415035143,0.22263802575842156,0.24880843677292108,0.2031744943611033,0.40507354698958836,0.2595961420185296,0.23059555822638333,0.3554914968224206,0.33091735771787845,0.4120833404605111,0.23626212045146852,0.007502871554507668,0.0006128825267993107,1.0,0.20886235481992557,0.1910024438806682,0.2749237207026125,0.14623369191715976,0.01100476324633271,0.19764305834231136,0.0010699040176060035,0.06921080837885994,0.09146634510560224
jobs_created,0.30598213739742314,0.3569311294758788,-0.2599820243812057,-0.0240513869793585,0.3980653071551906,0.3015742797559101,0.7023701934618486,0.14963110295539156,0.17702571377352172,0.15270391284344006,0.2918967209128264,0.15073156422246511,0.15794891953163637,0.21663527897932297,0.21463671503598067,0.3170958305301134,0.2079980178746487,-0.0015821688581016452,0.004214218001667792,0.20886235481992557,1.0,0.9238378636778727,0.16425130262697493,0.9327883172292006,0.0053242434043053784,0.9237877364606638,0.005560161698241734,0.02220843275833628,0.03889444852844534
jobs_displaced,0.27849909676202345,0.3271953052624421,-0.23770644549114728,-0.02797410694680628,0.36479284397136363,0.2757139083407438,0.6733668517618432,0.1730772742888662,0.17242667474609807,0.13980974705390206,0.2875715986374682,0.1299010121281895,0.15082526669800342,0.28641295503575254,0.25884581582799504,0.2911142415391165,0.19083951266585833,-0.002069529905921757,0.004416777974933334,0.1910024438806682,0.9238378636778727,1.0,0.15013761474848564,0.8958891522226574,0.00647473866230346,0.8765479757939881,0.0066756813984914865,0.01976640442212228,0.03402993975794093
num_ai_tools_used,0.5393650610973513,0.4005559695043215,-0.3515710779260168,0.14392366627765846,0.4540161162202104,0.3938112299314552,0.1022309298475267,0.2188655925340315,0.2269320695493994,0.17562518996822946,0.3644227708112987,0.2725773612101603,0.2166958087848602,0.37969060618391604,0.33515796401113246,0.32062920741732204,0.2017080154119342,0.012861394086355313,-0.0038213979996642826,0.2749237207026125,0.16425130262697493,0.15013761474848564,1.0,0.09509652825089543,0.0065230385448426425,0.14489877001276252,0.006864304755542813,0.07735918564331963,0.11805474874434323
num_employees,0.17902378460495133,0.2718917437707698,-0.17947367116886154,-0.05636889899191155,0.298856692462116,0.21265326306825746,0.7480314096508964,0.09728292520441087,0.1242572485478247,0.11297856125855048,0.20782437625415076,0.08665518341126272,0.10625131463772462,0.12653296142819448,0.13502909611430824,0.24754364162506748,0.16733334452585513,-0.008020029515325508,0.008132714687336852,0.14623369191715976,0.9327883172292006,0.8958891522226574,0.09509652825089543,1.0,0.0036425220138499117,0.9016928247951345,0.0018760690325652421,0.0004803117258977541,0.023035442020663856
regulatory_compliance_score,0.01400077855279824,0.01078006660203753,-0.00388717195020774,0.00112250471485126,0.010925183176816282,0.008029878094243034,-0.0013446918067258158,0.006637711467690863,0.007297241728610866,0.0012684590057506395,0.0100387928869999,0.00734469524592203,0.009991652250569137,0.013254974612857531,0.009101056925042417,0.008058423133918951,0.0032601300319953625,0.002005260360238949,-0.001958725996367667,0.01100476324633271,0.0053242434043053784,0.00647473866230346,0.0065230385448426425,0.0036425220138499117,1.0,0.003529147078618659,0.006144190766775087,0.0005129376008030511,0.00533165484721854
reskilled_employees,0.2686732387516129,0.3214559134816431,-0.2725289808606407,-0.02916609522968157,0.3880396753207854,0.3440711096389912,0.677356565326856,0.13567002863272895,0.17479374956237562,0.15115388503757435,0.2827511973026317,0.13246054929166612,0.14825375718917985,0.1902463950495726,0.19358268847081106,0.28534561777466466,0.20265326458590732,-0.0037682633949900402,0.0059187235417193715,0.19764305834231136,0.9237877364606638,0.8765479757939881,0.14489877001276252,0.9016928247951345,0.003529147078618659,1.0,0.0026135672616519287,0.017998464571324903,0.03427439675092186
response_id,0.009929800603389851,0.0047483257162904535,-0.004394056797199744,-0.013685615753078747,0.0069962257958422576,0.007489142669861927,0.0008576106342849628,0.0046168925198126496,0.002343986942064862,0.000628727516482292,0.005827702510648619,0.010255103593380919,0.0013453749646209845,0.009820753463053906,0.008503933070714136,0.004840783920967413,0.00232960378510681,0.00747429058273519,-0.00742874539631201,0.0010699040176060035,0.005560161698241734,0.0066756813984914865,0.006864304755542813,0.0018760690325652421,0.006144190766775087,0.0026135672616519287,1.0,0.0008281272176355533,0.0041923528696546355
survey_year,0.14695586845468644,0.09683207995623345,-0.09646044135801046,0.030167174861961778,0.11564462305509725,0.10468106027113887,0.0005829346241171914,0.06025590715482881,0.06106560427092961,0.04807225593321177,0.09721483014485369,0.06342244126240204,0.05907407384731374,0.10932539969821421,0.09387641241667789,0.08211896302938808,0.052108072953605464,0.11755912976613984,-0.00036167257462476206,0.06921080837885994,0.02220843275833628,0.01976640442212228,0.07735918564331963,0.0004803117258977541,0.0005129376008030511,0.017998464571324903,0.0008281272176355533,1.0,0.3290257946640758
years_using_ai,0.1940120724885635,0.13852685948862103,-0.09831629702308775,0.04380928294103615,0.1550644039231573,0.13453899930634663,0.020463258599143067,0.07287013074102562,0.06890798915988687,0.0609035653819365,0.11649420852898655,0.09039472419589228,0.0727995818017023,0.13401198576964188,0.11566263909476181,0.10793588091430582,0.06563786873744326,0.28100550466086893,-0.24413654818650643,0.09146634510560224,0.03889444852844534,0.03402993975794093,0.11805474874434323,0.023035442020663856,0.00533165484721854,0.03427439675092186,0.0041923528696546355,0.3290257946640758,1.0
